Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,Res. Autoriza,Res. Prohibición
POL320240031,12/03/2024,ALEMANA SEGUROS S.A.,SEGURO REEMBOLSO DE GASTOS MEDICOS    ,,"- Salud
", - , - 
POL120240030,12/03/2024,BCI SEGUROS GENERALES S.A.,PÓLIZA COLECTIVA DE SEGURO DE PROTECCIÓN DE EQUIPOS DE TELECOMUNICACIONES MÓVILES,,"- Varios Seg. Generales
", - , - 
POL320240029,05/03/2024,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL120240028,05/03/2024,UNNIO SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO CIBERNÉTICO PYMES EN BASE A INDEMNIZACIÓN,,"- Otro tema
", - , - 
POL320240027,29/02/2024,METLIFE CHILE SEGUROS DE VIDA S.A.,PÓLIZA SEGURO DE GASTOS DENTALES,,"- Salud
", - , - 
POL120240026,28/02/2024,CHUBB SEGUROS CHILE S.A.,PÓLIZA INDIVIDUAL DE PROTECCION FINANCIERA PARA  PRESTADORES ODONTOLOGICOS,,"- Otro tema
- Responsabilidad Civil
", - , - 
POL320240025,28/02/2024,BNP PARIBAS CARDIF SEGUROS GENERALES S.A.,"POLIZA DE INCAPACIDAD TEMPORAL A CAUSA DE ACCIDENTE O ENFERMEDAD, PARA TRABAJADORES DEPENDIENTES E INDEPENDIENTES",,"- Varios Seg. Generales
", - , - 
POL320240024,27/02/2024,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL320240023,26/02/2024,HELP SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL120240022,23/02/2024,CHUBB SEGUROS CHILE S.A.,PÓLIZA INDIVIDUAL DE PROTECCION FINANCIERA  PARA  PRESTADORES ODONTOLOGICOS,,"- Otro tema
", - , - 
POL120240021,21/02/2024,EVEREST COMPAÑIA DE SEGUROS GENERALES CHILE S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,"- Responsabilidad Civil
", - , - 
POL320240020,16/02/2024,CHUBB SEGUROS CHILE S.A.,PÓLIZA SEGURO DE GASTOS DENTALES,,"- Accidentes Personales
- Salud
", - , - 
POL220240019,16/02/2024,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA DE SEGUROS DE ASISTENCIA DE DECESOS,,"- Asistencia Vida
", - , - 
CAD320240018,13/02/2024,MUTUAL DE SEGUROS DE CHILE,CLÁUSULA ADICIONAL DE PROTECCIÓN ONCOLÓGICA ,"POL220130734
POL220130851
POL220131918
POL220140063
POL220140350
POL220140416
POL220150604
POL220150655
","- Salud
", - , - 
POL320240017,13/02/2024,MUTUAL DE SEGUROS DE CHILE,PÓLIZA DE PROTECCIÓN ONCOLÓGICA ,,"- Salud
", - , - 
POL320240016,13/02/2024,MUTUAL DE SEGUROS DE CHILE,PÓLIZA DE PROTECCIÓN ONCOLÓGICA Y DE ENFERMEDADES GRAVES,"CAD320220225
","- Salud
", - , - 
POL320240015,12/02/2024,BNP PARIBAS CARDIF SEGUROS GENERALES S.A.,SEGURO DE ACCIDENTES PERSONALES,,"- Accidentes Personales
", - , - 
POL320240014,07/02/2024,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL320240013,05/02/2024,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,"CAD320180077
","- Salud
", - , - 
POL320240012,26/01/2024,BNP PARIBAS CARDIF SEGUROS GENERALES S.A.,"POLIZA DE REEMBOLSO DE GASTOS MÉDICOS MAYORES PARA 
ENFERMEDADES CATASTRÓFICAS",,"- Salud
", - , - 
POL320240011,16/01/2024,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO COLECTIVO INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS,,"- Accidentes Personales
- Salud
", - , - 
CAD320240010,16/01/2024,CHUBB SEGUROS DE VIDA CHILE S.A.,CLÁUSULA ADICIONAL DE INCAPACIDAD PERMANENTE POR ACCIDENTE,"POL220230383
","- Accidentes Personales
", - , - 
CAD320240009,15/01/2024,HELP SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL COBERTURA ODONTOLOGÍA,"POL320240008
","- Salud
", - , - 
POL320240008,15/01/2024,HELP SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,"CAD320240009
","- Salud
", - , - 
POL320240007,10/01/2024,CHUBB SEGUROS CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,"- Accidentes Personales
- Salud
", - , - 
POL320240006,09/01/2024,HELP SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL320240005,08/01/2024,ZURICH CHILE SEGUROS DE VIDA S.A.,Seguro Complementario de Salud Colectivo,,"- Salud
", - , - 
POL320240004,05/01/2024,ZURICH CHILE SEGUROS DE VIDA S.A.,Seguro de Accidentes Personales y Asistencia en Viaje,,"- Accidentes Personales
", - , - 
CAD320240003,05/01/2024,METLIFE CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE COBERTURA DENTAL,"POL320220141
","- Salud
", - , - 
POL120240002,04/01/2024,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL PARA PRESTADORES INSTITUCIONALES DE SALUD,,"- Responsabilidad Civil
", - , - 
POL120240001,04/01/2024,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL PARA PRESTADORES INDIVIDUALES DE SALUD ,,"- Responsabilidad Civil
", - , - 
POL320230493,26/12/2023,SEGUROS DE VIDA SURAMERICANA S.A.,PÓLIZA INDIVIDUAL DE PRESTACIONES MÉDICAS DE SALUD ,,"- Otro tema
", - , - 
CAD320230492,26/12/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE INVALIDEZ ACCIDENTAL TOTAL Y PERMANENTE ,"POL320220041
","- Accidentes Personales
", - , - 
CAD320230491,26/12/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE INVALIDEZ ACCIDENTAL TOTAL Y PERMANENTE ,"POL320220040
","- Accidentes Personales
", - , - 
POL320230490,22/12/2023,ALEMANA SEGUROS S.A.,SEGURO DE RENTA DIARIA POR HOSPITALIZACIÓN,,"- Salud
", - , - 
POL220230489,19/12/2023,BICE VIDA COMPAÑIA DE SEGUROS S.A.,PÓLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO,"CAD320160238
","- Vida
- Vida Flexible
", - , - 
POL220230488,15/12/2023,BICE VIDA COMPAÑIA DE SEGUROS S.A.,PÓLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO,"CAD220130957
CAD220130960
CAD220130961
CAD220131572
CAD220140258
CAD320160238
","- Vida
- Vida Flexible
", - , - 
POL320230487,13/12/2023,HELP SEGUROS DE VIDA S.A.,SEGURO COLECTIVO PARA PRESTACIONES MÉDICAS POR ACCIDENTES DE ORIGEN TRAUMÁTICO,,"- Accidentes Personales
", - , - 
POL320230486,06/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,CONDICIONADO GENERAL ENFERMEDADES GRAVES,,"- Salud
", - , - 
CAD220230485,05/12/2023,BICE VIDA COMPAÑIA DE SEGUROS S.A.,"CLAUSULA ADICIONAL DE ASISTENCIA QUE CUBRE GASTOS 
GENERADOS POR EL DECESO DEL ASEGURADO ","POL220130939
","- Vida
", - , - 
POL320230484,04/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,"CONDICIONES GENERALES PARA CAPITAL ASEGURADO EN CASO DE
INVALIDEZ PERMANENTE DOS TERCIOS",,"- Otro tema
", - , - 
POL320230483,04/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,CONDICIONADO GENERAL ENFERMEDADES GRAVES,,"- Salud
", - , - 
POL320230482,04/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,"- Salud
", - , - 
POL220230481,04/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE VIDA FLEXIBLE CON FONDOS DE INVERSIÓN,,"- Vida
- Vida Flexible
", - , - 
POL120230480,28/11/2023,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE CYBER,,"- Otro tema
", - , - 
POL320230479,23/11/2023,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,"POLIZA DE ACCIDENTES PERSONALES PARA PASAJEROS DE VEHICULOS
MOTORIZADOS
",,"- Accidentes Personales
", - , - 
POL320230478,15/11/2023,COLMENA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO DE SALUD COMPLEMENTARIO AMBULATORIO INDIVIDUAL PREFERENTE,,"- Salud
", - , - 
POL320230477,09/11/2023,HELP SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL PARA PRESTACIONES MÉDICAS POR ACCIDENTES DE ORIGEN TRAUMÁTICO,,"- Accidentes Personales
", - , - 
POL320230476,09/11/2023,COMPAÑIA DE SEGUROS DE VIDA CAMARA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL320230475,09/11/2023,COMPAÑIA DE SEGUROS DE VIDA CAMARA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
CAD120230474,07/11/2023,CHUBB SEGUROS CHILE S.A.,"CLAUSULA CHILENA PARA GUERRA. 
MERCADERIAS AVION
","POL120230473
","- Transportes y Cascos
", - , - 
POL120230473,07/11/2023,CHUBB SEGUROS CHILE S.A.,"POLIZA CHILENA PARA MERCANCIAS (AVION). EXCLUYENDO LOS
ENVIOS HECHOS POR CORREO.

","CAD120230474
","- Transportes y Cascos
", - , - 
CAD220230472,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE GASTOS FUNERARIOS,"POL220230467
","- Asistencia Vida
", - , - 
CAD320230471,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE DIAGNÓSTICO ONCOLÓGICO,"POL220230467
","- Salud
", - , - 
CAD320230470,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE INDEMNIZACIÓN POR ACTO QUIRÚRGICO,"POL220230467
","- Salud
", - , - 
CAD320230469,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE INVALIDEZ ACCIDENTAL,"POL220230467
","- Accidentes Personales
", - , - 
CAD320230468,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE MUERTE ACCIDENTAL,"POL220230467
","- Accidentes Personales
", - , - 
POL220230467,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,SEGURO DE VIDA PROTECCIÓN FAMILIAR,"CAD220230472
CAD320230468
CAD320230469
CAD320230470
CAD320230471
","- Vida
", - , - 
POL220230466,24/10/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA COLECTIVA DE SEGURO DE FALLECIMIENTO,,"- Vida
", - , - 
POL120230465,23/10/2023,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO DE PROTECCIÓN DE EQUIPOS O DISPOSITIVOS ELECTRÓNICOS,,"- Otro tema
- Robo
- Varios Seg. Generales
", - , - 
POL320230464,19/10/2023,BNP PARIBAS CARDIF SEGUROS GENERALES S.A.,SEGURO DE RENTA DIARIA POR HOSPITALIZACIÓN EN CASO DE ACCIDENTE O ENFERMEDAD,,"- Salud
", - , - 
POL320230463,18/10/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,Seguro Oncológico Libre Elección,,"- Salud
", - , - 
POL320230462,18/10/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,"- Salud
", - , - 
POL320230461,13/10/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COMPLEMENTARIO DE SALUD,"CAD320230261
","- Salud
", - , - 
POL120230460,12/10/2023,BNP PARIBAS CARDIF SEGUROS GENERALES S.A.,POLIZA DE SEGURO POR DESEMPLEO ,,"- Varios Seg. Generales
", - , - 
CAD320230459,03/10/2023,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,Cobertura de Odontología,"POL320190016
","- Salud
", - , - 
POL320230458,26/09/2023,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
CAD320230457,22/09/2023,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,CAD320131600,"POL320190016
","- Salud
", - , - 
POL320230456,20/09/2023,HELP SEGUROS DE VIDA S.A.,PÓLIZA INDIVIDUAL DE SEGURO CATASTRÓFICO POR EVENTO,,"- Salud
", - , - 
POL320230455,20/09/2023,HELP SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL PARA PRESTACIONES MÉDICAS POR ACCIDENTES DE ORIGEN TRAUMÁTICO,,"- Accidentes Personales
", - , - 
POL320230454,15/09/2023,COLMENA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO DE SALUD COMPLEMENTARIO AMBULATORIO INDIVIDUAL,,"- Salud
", - , - 
CAD220230453,12/09/2023,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ TOTAL Y PERMANENTE DOS TERCIOS,"POL220220208
","- Vida Flexible
", - , - 
CAD220230452,12/09/2023,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA DE MUERTE ACCIDENTAL,"POL220220208
","- Vida Flexible
", - , - 
CAD220230451,12/09/2023,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ ACCIDENTAL,"POL220220208
","- Vida Flexible
", - , - 
CAD320230450,08/09/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL ONCOLOGICA,"POL220130760
POL220140209
POL220140223
POL220150684
POL220150752
POL220150753
POL220160208
POL220160213
POL220160215
POL220190151
POL220220105
POL320180108
","- Salud
", - , - 
CAD120230449,07/09/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR SISMO,"POL120130172
POL120130911
","- Incendio
", - , - 
CAD120230448,07/09/2023,SEGUROS GENERALES SURAMERICANA S.A.,INCENDIO Y DAÑOS MATERIALES POR MAREMOTO O TSUNAMI,"POL120130172
POL120130911
","- Incendio
", - , - 
CAD120230447,07/09/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR RIESGOS DE LA NATURALEZA ,"POL120130172
POL120130911
","- Incendio
", - , - 
CAD120230446,07/09/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS ACTOS TERRORISTAS,"POL120130172
POL120130911
","- Incendio
", - , - 
CAD120230445,07/09/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR COMBUSTIÓN ESPONTÁNEA. ,"POL120130172
POL120130911
","- Incendio
", - , - 
CAD120230444,07/09/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES CAUSADOS POR ROTURAS DE CAÑERIAS O POR DESBORDAMIENTO DE ESTANQUES MATRICES,"POL120130172
POL120130911
","- Incendio
", - , - 
CAD120230443,07/09/2023,SEGUROS GENERALES SURAMERICANA S.A.,"CLÁUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES A CONSECUENCIA DIRECTA DE HUELGA, SAQUEO, ACTOS MALICIOSOS, CONMOCIÓN CIVIL O DESORDEN POPULAR","POL120130172
POL120130911
","- Incendio
", - , - 
CAD320230442,07/09/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL ONCOLOGICA,"POL220130760
POL220140209
POL220140223
POL220150684
POL220150752
POL220150753
POL220160208
POL220160213
POL220160215
POL220190151
POL320180108
","- Vida
", - , - 
CAD220230441,07/09/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL ONCOLOGICA,"POL220130760
POL220140209
POL220140223
POL220150684
POL220150752
POL220150753
POL220160208
POL220160213
POL220160215
POL220190151
POL220220105
POL320180108
","- Vida
", - , - 
POL320230440,06/09/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,"CAD320230300
","- Salud
", - , - 
POL320230439,30/08/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,"- Salud
", - , - 
POL320230438,22/08/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA DE REEMBOLSO DE PRESTACIONES MÉDICAS,"CAD320230300
","- Salud
", - , - 
POL320230437,22/08/2023,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,SEGURO COLECTIVO DE REEMBOLSO DE GASTOS MÉDICOS DE SALUD,,"- Salud
", - , - 
POL320230436,21/08/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE ACCIDENTES PERSONALES,"CAD320140336
CAD320220065
CAD320220066
","- Accidentes Personales
", - , - 
CAD320230435,18/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL DE INVALIDEZ ACCIDENTAL,"POL220230386
","- Accidentes Personales
", - , - 
CAD320230434,18/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,CLAUSULA ADICICONAL DE ENFERMEDADES GRAVES,"POL220230386
","- Salud
", - , - 
CAD320230433,18/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL DE HOSPITALIZACION,"POL220230386
","- Accidentes Personales
- Salud
", - , - 
CAD320230432,18/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.," COBERTURA ADICIONAL DE PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS
","POL220230386
","- Accidentes Personales
- Salud
", - , - 
POL320230431,16/08/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE RENTA DIARIA POR HOSPITALIZACIÓN,,"- Salud
", - , - 
POL320230430,11/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,"- Salud
", - , - 
POL320230429,11/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO DE SALUD ONCOLOGICO,,"- Salud
", - , - 
POL320230428,11/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO NO ONCOLOGICAS,,"- Salud
", - , - 
POL220230427,11/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA DE SEGURO DE ASISTENCIA DE DECESOS,,"- Asistencia Vida
", - , - 
POL320230426,11/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,"- Salud
", - , - 
POL220230425,10/08/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,POLIZA DE SEGURO TEMPORAL DE VIDA,"CAD320220069
CAD320220070
CAD320220071
CAD320220072
","- Vida
", - , - 
CAD120230424,07/08/2023,CHUBB SEGUROS CHILE S.A.,"COBERTURA ADICIONAL POR  TRABAJOS EN RIBERAS, LECHOS O CAUCES DONDE CORRAN AGUAS Y A ORILLAS DE LAGOS ","POL120230420
","- Otro tema
", - , - 
CAD120230423,07/08/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL POR TRABAJOS EN MUELLES O EQUIPOS FLOTANTES ,"POL120230420
","- Otro tema
", - , - 
CAD120230422,07/08/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL  POR LABORES O TRABAJOS SUBTERRANEOS ,"POL120230420
","- Otro tema
", - , - 
CAD120230421,07/08/2023,CHUBB SEGUROS CHILE S.A.,"COBERTURA ADICIONAL GASTOS POR SALVAMENTO, REMOCION DE ESCOMBROS Y LIMPIEZA ","POL120230420
","- Otro tema
", - , - 
POL120230420,07/08/2023,CHUBB SEGUROS CHILE S.A.,PÓLIZA DE EQUIPO MÓVIL CONTRATISTA Y EQUIPO MÓVIL AGRICOLA ,"CAD120230421
CAD120230422
CAD120230423
CAD120230424
","- Multirriesgo
", - , - 
CAD320230419,02/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,"COBERTURA ADICIONAL PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE

INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS
","POL220230416
","- Accidentes Personales
", - , - 
CAD320230418,02/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,"COBERTURA ADICIONAL PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE

INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS
","POL220230416
","- Accidentes Personales
", - , - 
CAD320230417,02/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL INVALIDEZ ACCIDENTAL,"POL220230416
","- Accidentes Personales
", - , - 
POL220230416,02/08/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA SEGURO DE VIDA INDIVIDUAL,"CAD320230417
CAD320230418
CAD320230419
","- Vida
", - , - 
POL320230415,02/08/2023,COMPAÑIA DE SEGUROS DE VIDA CAMARA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL320230414,02/08/2023,COMPAÑIA DE SEGUROS DE VIDA CAMARA S.A.,SEGURO INDIVIDUAL CATASTRÓFICO POR EVENTO,,"- Salud
", - , - 
POL320230413,02/08/2023,COMPAÑIA DE SEGUROS DE VIDA CAMARA S.A.,SEGURO COLECTIVO DE ACCIDENTES PERSONALES,,"- Accidentes Personales
", - , - 
POL120230412,01/08/2023,METLIFE CHILE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRRIESGOS HOGAR,"CAD120170236
CAD120200004
CAD120200016
","- Incendio
- Multirriesgo
- Robo
", - , - 
CAD320230411,14/07/2023,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE BENEFICIOS DENTALES,"POL320170201
","- Salud
", - , - 
CAD120230410,13/07/2023,CHUBB SEGUROS CHILE S.A.,"COBERTURA ADICIONAL RESPONSABILIDAD CIVIL PARTICULAR, CABEZA DE FAMILIA","POL120230409
","- Responsabilidad Civil
", - , - 
POL120230409,13/07/2023,CHUBB SEGUROS CHILE S.A.,POLIZA DE SEGURO DE RESPONSABILIDAD CIVIL,"CAD120230410
","- Responsabilidad Civil
", - , - 
CAD120230408,07/07/2023,CHUBB SEGUROS CHILE S.A.,CLAUSULA CHILENA PARA GUERRA. TRANSPORTE MARITIMO ,"POL120230407
","- Transportes y Cascos
", - , - 
POL120230407,07/07/2023,CHUBB SEGUROS CHILE S.A.,"POLIZA DE TRANSPORTE MARITIMO PARA CARGA \""A\""","CAD120230408
","- Transportes y Cascos
", - , - 
POL320230406,06/07/2023,ALEMANA SEGUROS S.A.,SEGURO PARA ENFERMEDADES GRAVES,,"- Salud
", - , - 
CAD320230405,06/07/2023,ALEMANA SEGUROS S.A.,CLAUSULA ADICIONAL DE INVALIDEZ TOTAL Y PERMANENTE DOS TERCIOS ,"POL220230404
","- Salud
", - , - 
POL220230404,06/07/2023,ALEMANA SEGUROS S.A.,POLIZA DE VIDA INDIVIDUAL,"CAD320230405
","- Vida
", - , - 
CAD320230403,05/07/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE URGENCIA DENTAL,"POL220150684
POL220190151
","- Salud
", - , - 
POL320230402,05/07/2023,RENTA NACIONAL COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
POL320230401,04/07/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE SALUD ONCOLÓGICO,"CAD220210057
CAD220210149
CAD220220129
","- Salud
", - , - 
POL120230400,04/07/2023,METLIFE CHILE SEGUROS GENERALES S.A.,SEGURO DE ROBO DE CONTENIDOS DE VEHICULOS MOTORIZADOS,,"- Robo
", - , - 
POL320230399,04/07/2023,HELP SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL DE ACCIDENTES PERSONALES,,"- Accidentes Personales
", - , - 
POL320230398,28/06/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,POLIZA DE SEGURO DE FALLECIMIENTO ACCIDENTAL CON CUENTA DE CAPITALIZACIÓN Y AHORRO,"CAD320190084
CAD320200040
CAD320220065
CAD320220071
CAD320220072
","- Accidentes Personales
", - , - 
POL320230397,27/06/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,"- Salud
", - , - 
POL220230396,23/06/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO DE DESGRAVAMEN,"CAD220170015
CAD320140305
CAD320140306
CAD320140307
","- Desgravamen
", - , - 
POL320230395,23/06/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,"CAD220130244
CAD320190121
","- Salud
", - , - 
POL320230394,23/06/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COMPLEMENTARIO DE SALUD,"CAD320230261
","- Salud
", - , - 
POL120230393,15/06/2023,METLIFE CHILE SEGUROS GENERALES S.A.,SEGURO DE REEMBOLSO POR NO USO DE BOLETOS,,"- Otro tema
- Varios Seg. Generales
", - , - 
CAD320230392,15/06/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,CLÁUSULA DE COBERTURA ADICIONAL DENTAL,"POL320230380
","- Accidentes Personales
- Salud
", - , - 
CAD220230391,15/06/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,CLÁUSULA DE COBERTURA ADICIONAL POR CUOTA MORTUORIA,"POL320230390
","- Otro tema
", - , - 
POL320230390,15/06/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO DE SALUD ONCOLÓGICO,"CAD220230391
","- Salud
", - , - 
POL220230389,14/06/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,POLIZA DE SEGURO TEMPORAL DE FALLECIMIENTO CON CUENTA DE CAPITALIZACIÓN Y AHORRO,,"- Vida
- Vida Flexible
", - , - 
POL320230388,14/06/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,"- Salud
", - , - 
